Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2011-12,SB 5200,5200,,2011-12,HB 1350,HSGTribalAff,2012-04-11,0,0,SB 5200,"By resolution, reintroduced and retained in present status.",0,S EDev/Trd/Innov,0,0,2011-01-18,AN ACT Relating to the office of regulatory assistance;,0,Continuing the office of regulatory assistance without a termination date.,Senate,2142,S-0474.1,0,0,0,0,Regulatory assistance office,Bill,B,(Parlette),0,0
0,0,2011-12,SB 5201,5201,,2011-12,HB 1282,HGen Gov Apps,2011-03-02,0,0,SB 5201,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to fish and wildlife management;,0,Regarding issues that impact the department of fish and wildlife.,Senate,171,Z-0098.5,0,1,0,0,Fish and wildlife department,Bill,B,(Hargrove),1,0
1,0,2011-12,SSB 5201,5201,,,,,2012-04-11,0,1,SSB 5201,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-09,AN ACT Relating to fish and wildlife management;,0,Regarding issues that impact the department of fish and wildlife.,Senate,171,S-1175.1,0,1,0,0,Fish and wildlife department,Bill,B,(Hargrove),1,1
0,0,2011-12,SB 5202,5202,,2011-12,HB 1842,HPub Safety,2011-03-01,0,0,SB 5202,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to sexually violent predators;,1,Regarding sexually violent predators.,Senate,1595,S-0428.2,0,0,0,0,Sexually violent predators,Bill,B,(Regala),1,0
1,0,2011-12,SSB 5202,5202,,,,,2011-12-07,0,1,SSB 5202,"Senate Rules ""X"" file.",0,S Rules X,0,0,2011-02-18,AN ACT Relating to sexually violent predators;,1,Regarding sexually violent predators.,Senate,1595,S-1380.2,0,0,0,0,Sexually violent predators,Bill,B,(Regala),1,1
0,0,2011-12,SB 5203,5203,,,,,2011-03-01,0,0,SB 5203,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to improving the administration and efficiency of sex and kidnapping offender registration;,0,Improving the administration and efficiency of sex and kidnapping offender registration.,Senate,1595,S-0366.2,0,0,0,0,Sex offender registration,Bill,B,(Regala),0,0
1,0,2011-12,SSB 5203,5203,,,,,2011-05-12,1,1,SSB 5203,Effective date 7/22/2011.,0,C 337 L 11,0,0,2011-02-18,AN ACT Relating to improving the administration and efficiency of sex and kidnapping offender registration;,0,Improving the administration and efficiency of sex and kidnapping offender registration.,Senate,1595,S-1530.2,0,0,0,0,Sex offender registration,Bill,B,(Regala),0,1
0,0,2011-12,SB 5204,5204,,,,,2011-03-01,0,0,SB 5204,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to juveniles who have been adjudicated of a sex offense;,1,Concerning juveniles who have been adjudicated of a sex offense.,Senate,1595,S-0367.3,0,0,0,0,Juveniles/sex offenses,Bill,B,(Regala),1,0
1,0,2011-12,SSB 5204,5204,,,,,2011-05-12,1,1,SSB 5204,Effective date 7/22/2011.,0,C 338 L 11,0,0,2011-02-18,AN ACT Relating to juveniles who have been adjudicated of a sex offense;,1,Concerning juveniles who have been adjudicated of a sex offense.,Senate,1595,S-1402.3,0,0,0,0,Juveniles/sex offenses,Bill,B,(Regala),1,1
1,0,2011-12,ESB 5205,5205,,2011-12,EHB 1171,C 127 L 11,2012-04-11,0,1,ESB 5205,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,1,2011-01-18,AN ACT Relating to high capacity transportation system plan components and review;,1,Concerning high capacity transportation system plan components and review.,Senate,10038,S-0291.1,0,0,0,0,High capacity transp. plans,Bill,B,(Kilmer),1,0
1,0,2011-12,SB 5206,5206,,2011-12,HB 1295,Hsubst for,2012-04-11,0,0,SB 5206,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to installation of residential fire sprinkler systems;,0,Concerning the installation of residential fire sprinkler systems.,Senate,644,S-0075.1,0,0,0,0,Fire sprinkler systems,Bill,B,(Kohl-Welles),0,0
1,0,2011-12,SSB 5206,5206,,,,,2012-04-11,0,0,SSB 5206,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-15,AN ACT Relating to installation of residential fire sprinkler systems;,0,Concerning the installation of residential fire sprinkler systems.,Senate,644,S-1198.2,0,0,0,0,Fire sprinkler systems,Bill,B,(Kohl-Welles),0,1
1,0,2011-12,SB 5207,5207,,2011-12,HB 1505,HLocal Govt,2012-04-11,0,0,SB 5207,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-01-18,AN ACT Relating to the international wildland urban interface code;,1,Adopting the international wildland urban interface code.,Senate,10056,S-0082.1,0,0,0,0,Wildland urban interface,Bill,B,(Pridemore),1,0
1,0,2011-12,SB 5208,5208,,2011-12,EHB 1409,C 259 L 11,2012-04-11,0,0,SB 5208,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,"AN ACT Relating to the sale, exchange, transfer, or lease of public property;",0,"Authorizing the sale, exchange, transfer, or lease of public property.",Senate,1407,S-0538.1,0,0,0,0,Public proprty/Indian tribes,Bill,B,(Chase),0,0
1,0,2011-12,SB 5209,5209,,2011-12,HB 1297,HRules R,2012-04-11,0,0,SB 5209,"By resolution, reintroduced and retained in present status.",0,S Envi,0,0,2011-01-18,AN ACT Relating to extending the time period permitted to put water to beneficial use;,0,Concerning the relinquishment of a water right.,Senate,1574,S-0554.1,0,0,0,0,Water right beneficial use,Bill,B,(Delvin),1,0
1,0,2011-12,SB 5210,5210,,2011-12,HB 1296,HWays & Means,2012-04-11,0,0,SB 5210,"By resolution, reintroduced and retained in present status.",0,S Envi,0,0,2011-01-18,AN ACT Relating to creating a water commission;,1,Creating a water commission.,Senate,1574,S-0551.1,0,0,0,0,Water commission/creation,Bill,B,(Delvin),1,0
1,0,2011-12,SB 5211,5211,,2011-12,HB 1582,C 207 L 11,2012-04-11,0,0,SB 5211,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to forest practices applications leading to conversion of land for development purposes;,0,Concerning forest practices applications leading to conversion of land for development purposes.,Senate,174,S-0252.1,0,0,0,0,Forest practice applications,Bill,B,(Haugen),1,0
1,0,2011-12,SSB 5211,5211,,,,,2012-04-11,0,0,SSB 5211,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-15,AN ACT Relating to forest practices applications leading to conversion of land for development purposes;,0,Concerning forest practices applications leading to conversion of land for development purposes.,Senate,174,S-1470.1,0,0,0,0,Forest practice applications,Bill,B,(Haugen),0,1
1,0,2011-12,SB 5212,5212,,,,,2012-04-11,0,0,SB 5212,"By resolution, reintroduced and retained in present status.",0,S Lab/Comm/CP,0,0,2011-01-18,AN ACT Relating to presumptions of occupational disease for law enforcement officers and firefighters;,1,Adding heart attacks and strokes as presumptions of occupational disease for law enforcement officers and firefighters.,Senate,171,S-0628.1,0,0,0,0,Occupational disease,Bill,B,(Hargrove),1,0
1,0,2011-12,SB 5213,5213,,2011-12,HB 1343,HBus & Fin Svcs,2011-04-13,0,0,SB 5213,Effective date 7/22/2011.,0,C 47 L 11,0,0,2011-01-18,AN ACT Relating to insurance;,0,"Addressing insurance statutes, generally.",Senate,15737,Z-0445.1,0,0,0,1,Insurance statutes,Bill,B,(Litzow),1,0
1,0,2011-12,SB 5214,5214,,2011-12,HB 1462,HGen Gov Apps,2012-04-11,0,0,SB 5214,"By resolution, reintroduced and retained in present status.",0,S FI/Hous/Ins,0,0,2011-01-18,AN ACT Relating to the use of surplus property for the development of affordable housing;,1,Concerning the use of surplus property for the development of affordable housing.,Senate,12072,Z-0465.1,0,0,0,0,Affordable housing,Bill,B,(Hobbs),1,0
1,0,2011-12,SSB 5214,5214,,,,,2012-04-11,0,0,SSB 5214,"By resolution, reintroduced and retained in present status.",0,S FI/Hous/Ins,0,0,2011-02-10,AN ACT Relating to the use of surplus property for the development of affordable housing;,1,Concerning the use of surplus property for the development of affordable housing.,Senate,12072,S-1099.2,0,0,0,0,Affordable housing,Bill,B,(Hobbs),1,1
1,0,2011-12,SB 5215,5215,,2011-12,HB 1306,C 153 L 11,2012-04-11,0,0,SB 5215,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to removing the expiration date for exempting applicants who operate commercial motor vehicles for agribusiness purposes from certain commercial driver's license requirements;,0,Removing the expiration date for exempting applicants who operate commercial motor vehicles for agribusiness purposes from certain commercial driver's license requirements.,Senate,12072,S-0403.1,0,0,0,0,Agribusiness drivers/license,Bill,B,(Hobbs),0,0
1,0,2011-12,SSB 5215,5215,,,,,2012-04-11,0,0,SSB 5215,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-09,AN ACT Relating to removing the expiration date for exempting applicants who operate commercial motor vehicles for agribusiness purposes from certain commercial driver's license requirements;,0,Removing the expiration date for exempting applicants who operate commercial motor vehicles for agribusiness purposes from certain commercial driver's license requirements.,Senate,12072,S-1339.1,0,0,0,0,Agribusiness drivers/license,Bill,B,TRAN(Hobbs),0,1
1,0,2011-12,SB 5216,5216,,,,,2012-04-11,0,0,SB 5216,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-01-18,AN ACT Relating to changing the initiative and referendum filing fees;,0,Changing the initiative and referendum filing fees.,Senate,655,S-0534.1,0,0,0,0,Initiative & referendum fees,Bill,B,(Shin),1,0
0,0,2011-12,SB 5217,5217,,,,,2012-02-13,0,0,SB 5217,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to appointing student members on the board of trustees for community colleges;,0,Allowing appointment of student members on the boards of trustees of community colleges.,Senate,655,S-0518.1,0,0,0,0,Comm. college board members,Bill,B,(Shin),1,0
1,0,2011-12,SSB 5217,5217,,,,,2012-03-29,0,1,SSB 5217,Effective date 6/7/2012.,0,C 148 L 12,0,0,2011-02-17,AN ACT Relating to appointing student members on the board of trustees for community colleges;,0,Allowing appointment of student members on the boards of trustees of community colleges.,Senate,655,S-1655.1,0,0,0,0,Comm. college board members,Bill,B,(Shin),1,1
1,0,2011-12,SB 5218,5218,,,,,2012-04-11,0,0,SB 5218,"By resolution, reintroduced and retained in present status.",0,S Transportation,0,0,2011-01-18,AN ACT Relating to commercial activity at state-owned safety rest areas;,0,Authorizing certain commercial activity at state-owned safety rest areas.,Senate,655,S-0541.1,0,0,0,0,Safety rest areas,Bill,B,(Shin),1,0
1,0,2011-12,SB 5219,5219,,,,,2012-04-11,0,0,SB 5219,"By resolution, reintroduced and retained in present status.",0,S Lab/Comm/CP,0,0,2011-01-18,AN ACT Relating to penalties for retail liquor licensees;,0,Establishing penalties for retail liquor licensees when alcohol is sold to a person under twenty-one years of age.,Senate,655,S-0511.1,0,0,0,0,Alcohol sale/person under 21,Bill,B,(Shin),0,0
1,0,2011-12,SB 5220,5220,,,,,2012-04-11,0,0,SB 5220,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-01-18,AN ACT Relating to advertising on school buses;,0,Authorizing advertising on school buses.,Senate,655,S-0501.1,0,0,0,0,Advertising on school buses,Bill,B,(Shin),1,0
1,0,2011-12,SB 5221,5221,,2011-12,HB 1406,Hsubst for,2012-04-11,0,0,SB 5221,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to intrastate building safety mutual aid in the event of emergencies and other situations that temporarily render a jurisdiction incapable of providing required building safety services;,1,Establishing the intrastate building safety mutual aid system.,Senate,1666,S-0214.1,0,0,0,0,Building safety mutual aid,Bill,B,(Swecker),1,0
1,0,2011-12,SSB 5221,5221,,,,,2012-04-11,0,0,SSB 5221,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-16,AN ACT Relating to intrastate building safety mutual aid in the event of emergencies and other situations that temporarily render a jurisdiction incapable of providing required building safety services;,0,Establishing the intrastate building safety mutual aid system.,Senate,1666,S-1558.1,0,0,0,0,Building safety mutual aid,Bill,B,(Swecker),0,1
0,0,2011-12,SB 5222,5222,,2011-12,HB 1308,HWays & Means,2011-03-04,0,0,SB 5222,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to increasing the flexibility for industrial development district levies for public port districts;,0,Increasing the flexibility for industrial development district levies for public port districts.,Senate,2168,S-0329.1,0,0,0,0,Public port districts/levies,Bill,B,(Kastama),0,0
1,0,2011-12,SSB 5222,5222,,,,,2012-04-11,0,0,SSB 5222,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-15,AN ACT Relating to increasing the flexibility for industrial development district levies for public port districts;,1,Increasing the flexibility for industrial development district levies for public port districts.,Senate,2168,S-1185.4,0,0,0,0,Public port districts/levies,Bill,B,(Kastama),1,1
1,0,2011-12,SB 5223,5223,,2011-12,HB 1309,Hsubst for,2012-04-11,0,0,SB 5223,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to reserve accounts and studies for condominium and homeowners' associations;,0,Concerning reserve accounts and studies for condominium and homeowners' associations.,Senate,1583,S-0617.1,0,0,0,0,Condo & homeowners' assoc.,Bill,B,(Benton),0,0
1,0,2011-12,SB 5224,5224,,,,,2011-04-13,0,0,SB 5224,Effective date 7/22/2011.,0,C 48 L 11,0,0,2011-01-18,AN ACT Relating to preparation charges for condominium resale certificates;,0,Increasing the charge limit for the preparation of condominium resale certificates.,Senate,12072,S-0638.1,0,0,0,0,Condominium resale certifs,Bill,B,(Hobbs),0,0
1,0,2011-12,SB 5225,5225,,2011-12,HB 1313,Hsubst for,2012-04-11,0,0,SB 5225,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to soil and wetland scientists;,0,Regulating soil science and wetland science professions.,Senate,1907,S-0185.2,0,0,0,0,Soil and wetland scientists,Bill,B,(Murray),1,0
1,0,2011-12,SB 5226,5226,,2011-12,HB 1410,Hsubst for,2012-04-11,0,0,SB 5226,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-01-18,AN ACT Relating to science end-of-course assessments;,0,Regarding science end-of-course assessments.,Senate,564,Z-0422.2,0,0,0,1,H.S. science assessments,Bill,B,(McAuliffe),1,0
1,0,2011-12,SB 5227,5227,,2011-12,HB 1412,C 25 L 11,2012-04-11,0,0,SB 5227,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-01-18,AN ACT Relating to high school mathematics end-of-course assessments;,0,Regarding mathematics end-of-course assessments.,Senate,564,Z-0426.1,0,0,0,1,H.S. math assessments,Bill,B,(McAuliffe),1,0
1,0,2011-12,SB 5228,5228,,2011-12,HB 1081,Hsubst for,2012-04-11,0,0,SB 5228,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to small facility siting;,1,Regarding the siting of small alternative energy resource facilities.,Senate,3481,S-0592.1,0,0,0,0,Small alt energy facilities,Bill,B,(Rockefeller),1,0
1,0,2011-12,SSB 5228,5228,,,,,2012-04-11,0,0,SSB 5228,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-17,AN ACT Relating to small facility siting;,1,Regarding the siting of small alternative energy resource facilities.,Senate,3481,S-1487.2,0,0,0,0,Small alt energy facilities,Bill,B,(Rockefeller),1,1
1,0,2011-12,SB 5229,5229,,2011-12,HB 1396,HHC/Wellness,2012-04-11,0,0,SB 5229,"By resolution, reintroduced and retained in present status.",0,S Hea/L-T Care,0,0,2011-01-18,AN ACT Relating to creating an exemption from preferred drug substitution for atypical antipsychotic drugs;,0,Creating an exemption from preferred drug substitution for atypical antipsychotic drugs.,Senate,12072,S-0425.1,0,0,0,0,Atypical antipsychotic drugs,Bill,B,(Hobbs),0,0
